Data	M2
Recipe	AU1404
Site Name	
Points	1998
X-Resolution	0.500751
X-Coord	-2938.84
Y-Coord	34576.99
	       Raw	Intermediate	    Normal	 Roughness	  Waviness
288	  -13604.4	  -4052.05	  -141.367	  -141.367	  -141.367
289	  -13620.5	  -4068.12	  -144.946	  -144.946	  -144.946
290	  -13606.6	   -4054.3	  -130.548	  -130.548	  -130.548
291	  -13585.6	  -4033.24	  -104.575	  -104.575	  -104.575
292	  -13562.5	  -4010.21	  -74.1389	  -74.1389	  -74.1389
293	  -13553.1	  -4000.75	  -43.2171	  -43.2171	  -43.2171
294	  -13528.6	  -3976.28	  -13.3609	  -13.3609	  -13.3609
295	  -13513.6	  -3961.27	   13.7583	   13.7583	   13.7583
296	  -13506.5	  -3954.18	   35.9921	   35.9921	   35.9921
297	  -13495.5	  -3943.14	   51.3536	   51.3536	   51.3536
298	  -13509.3	  -3956.97	   58.8595	   58.8595	   58.8595
299	  -13522.9	  -3970.58	   59.3026	   59.3026	   59.3026
300	  -13543.6	  -3991.24	   53.5394	   53.5394	   53.5394
301	    -13560	  -4007.66	   40.1014	   40.1014	   40.1014
302	  -13594.4	  -4042.08	   16.8544	   16.8544	   16.8544
303	  -13659.9	  -4107.54	  -14.1128	  -14.1128	  -14.1128
304	  -13707.8	   -4155.5	  -45.8736	  -45.8736	  -45.8736
305	  -13751.7	  -4199.38	  -71.6438	  -71.6438	  -71.6438
306	  -13779.7	  -4227.36	  -88.2667	  -88.2667	  -88.2667
307	  -13798.8	  -4246.46	  -96.2407	  -96.2407	  -96.2407
308	  -13806.9	  -4254.58	  -98.3239	  -98.3239	  -98.3239
309	  -13817.6	  -4265.27	  -96.3312	  -96.3312	  -96.3312
310	  -13845.3	  -4292.99	  -87.9585	  -87.9585	  -87.9585
311	  -13829.2	  -4276.87	  -69.3426	  -69.3426	  -69.3426
312	  -13807.6	   -4255.3	  -40.8355	  -40.8355	  -40.8355
313	  -13785.1	   -4232.8	  -7.81039	  -7.81039	  -7.81039
314	  -13751.4	  -4199.08	   21.6585	   21.6585	   21.6585
315	  -13742.3	  -4189.92	   39.6673	   39.6673	   39.6673
316	  -13760.7	  -4208.33	   43.4555	   43.4555	   43.4555
317	  -13796.3	  -4243.98	   37.8065	   37.8065	   37.8065
318	  -13821.2	  -4268.85	   30.2992	   30.2992	   30.2992
319	  -13831.6	  -4279.22	   24.3113	   24.3113	   24.3113
320	  -13845.1	  -4292.77	   18.0549	   18.0549	   18.0549
321	  -13874.3	  -4321.92	   9.60821	   9.60821	   9.60821
322	  -13902.4	  -4350.07	 -0.328029	 -0.328029	 -0.328029
323	  -13918.6	  -4366.31	  -11.3488	  -11.3488	  -11.3488
324	  -13940.1	  -4387.76	  -25.1261	  -25.1261	  -25.1261
325	  -13981.4	  -4429.07	  -41.7165	  -41.7165	  -41.7165
326	  -14020.6	  -4468.31	  -56.8349	  -56.8349	  -56.8349
